network,station id,start wateryear,end wateryear, lat,lon,elev,element,state,county,Subwatershed,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,316,1999,2017,36.51,-106.32,9300,Snow Water Equivalent,NM,Rio Arriba,Montoya Canyon-Canjilon Creek,Bateman,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=316,06N04S  ,BAMN5,8
snotel,394,1999,2017,36.96,-106.66,8400,Snow Water Equivalent,NM,Rio Arriba,Rio Chamita,Chamita,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=394,06N03S  ,CHAN5,8
snotel,486,1999,2017,33.74,-108.95,8000,Snow Water Equivalent,NM,Catron,Stone Creek-San Francisco River,Frisco Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=486,08S01S  ,FRDN5,8
snotel,532,1999,2017,36.72,-106.26,10000,Snow Water Equivalent,NM,Rio Arriba,Jarosa Creek-Rio Vallecitos,Hopewell,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=532,06N14S  ,HPWN5,8
snotel,595,1999,2017,33.36,-107.83,8500,Snow Water Equivalent,NM,Sierra,Taylor Creek,Lookout Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=595,07S04S  ,LKTN5,8
snotel,665,1999,2017,36.99,-105.26,10600,Snow Water Equivalent,NM,Taos,Casias Creek-Costillo Creek,North Costilla,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=665,05N16S  ,NCSN5,8
snotel,715,1999,2017,36.7,-105.34,9850,Snow Water Equivalent,NM,Colfax,Upper Red River,Red River Pass #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=715,05N11S  ,RRPN5,8
snotel,755,1999,2017,32.92,-108.15,8360,Snow Water Equivalent,NM,Grant,Lake Roberts-Sapillo Creek,Signal Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=755,08T01S  ,SGNN5,8
snotel,757,1999,2017,33.37,-108.71,9000,Snow Water Equivalent,NM,Catron,Mineral Creek,Silver Creek Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=757,08S08S  ,SCDN5,8
snotel,321,1999,2017,41.83,-115.45,8040,Snow Water Equivalent,NV,Elko,West Fork Pine Creek-Jarbidge River,Bear Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=321,15H01S  ,BERN2,8
snotel,336,1999,2017,41.76,-115.69,6898,Snow Water Equivalent,NV,Elko,Martin Creek,Big Bend,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=336,15H04S  ,BIGN2,8
snotel,417,1999,2017,40.28,-115.54,8445,Snow Water Equivalent,NV,Elko,Corral Creek,Corral Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=417,15J12S  ,COLN2,8
snotel,453,1999,2017,40.89,-115.21,7903,Snow Water Equivalent,NV,Elko,Lower Secret Creek,Dorsey Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=453,15J01S  ,DRBN2,8
snotel,503,1999,2017,40.38,-115.53,8185,Snow Water Equivalent,NV,Elko,Corral Creek,Green Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=503,15J09S  ,GRMN2,8
snotel,548,1999,2017,41.55,-116.01,7377,Snow Water Equivalent,NV,Elko,Upper Harrington Creek,Jack Creek Upper,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=548,16H02S  ,JCUN2,8
snotel,573,1999,2017,41.78,-116.03,6682,Snow Water Equivalent,NV,Elko,Trail Creek,Laurel Draw,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=573,16H05S  ,LADN2,8
snotel,615,1999,2017,39.16,-119.9,7884,Snow Water Equivalent,NV,Carson City,Sand Harbor-Frontal Lake Tahoe,Marlette Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=615,19K04S  ,MRLN2,8
snotel,746,1999,2017,41.74,-115.47,7350,Snow Water Equivalent,NV,Elko,Annie Creek-Bruneau River,Seventysix Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=746,15H03S  ,SSCN2,8
snotel,304,1999,2017,45.19,-119.25,5770,Snow Water Equivalent,OR,Morrow,Upper Fivemile Creek,Arbuckle Mtn,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=304,19D02S  ,ARBO3,8
snotel,344,1999,2017,42.41,-122.27,5280,Snow Water Equivalent,OR,Klamath,Seldom Creek,Billie Creek Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=344,22G13S  ,BCDO3,8
snotel,357,1999,2017,44.25,-118.52,5870,Snow Water Equivalent,OR,Grant,Summit Creek,Blue Mountain Spring,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=357,18E16S  ,BLPO3,8
snotel,361,1999,2017,44.83,-118.19,5850,Snow Water Equivalent,OR,Baker,Cracker Creek,Bourne,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=361,18E05S  ,BORO3,8
snotel,362,1999,2017,45.36,-118.47,4530,Snow Water Equivalent,OR,Umatilla,Johnson Creek,Bowman Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=362,18D20S  ,BMSO3,8
snotel,434,1999,2017,44.52,-122.09,3690,Snow Water Equivalent,OR,Linn,Pyramid Creek,Daly Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=434,22E08S  ,DALO3,8
snotel,483,1999,2017,42.44,-122.23,5970,Snow Water Equivalent,OR,Klamath,Upper Fourmile Creek,Fourmile Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=483,22G12S  ,FRLO3,8
snotel,504,1999,2017,45.62,-121.7,3310,Snow Water Equivalent,OR,Hood River,Lower West Fork Hood River,Greenpoint,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=504,21D01S  ,GRPO3,8
snotel,523,1999,2017,45.7,-118.11,4920,Snow Water Equivalent,OR,Umatilla,Buck Creek-South Fork Umatilla River,High Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=523,18D19S  ,HIRO3,8
snotel,526,1999,2017,44.42,-121.86,4790,Snow Water Equivalent,OR,Linn,Parks Creek-Lost Lake,Hogg Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=526,21E06S  ,HOPO3,8
snotel,545,1999,2017,43.8,-121.95,5540,Snow Water Equivalent,OR,Deschutes,Deer Creek,Irish Taylor,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=545,21F21S  ,BEDO3,8
snotel,552,1999,2017,44.39,-122.17,3520,Snow Water Equivalent,OR,Linn,Sevenmile Creek-South Santiam River,Jump Off Joe,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=552,22E07S  ,JOJO3,8
snotel,563,1999,2017,44.21,-118.64,5240,Snow Water Equivalent,OR,Grant,Lake Creek,Lake Creek R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=563,18E18S  ,LKCO3,8
snotel,584,1999,2017,44.61,-122.23,4020,Snow Water Equivalent,OR,Linn,Headwaters Quartzville Creek,Little Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=584,22E09S  ,LMDO3,8
snotel,605,1999,2017,45.27,-118.85,4970,Snow Water Equivalent,OR,Umatilla,West Birch Creek,Lucky Strike,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=605,18D06S  ,LUKO3,8
snotel,655,1999,2017,45.25,-121.74,4070,Snow Water Equivalent,OR,Clackamas,Upper Salmon River,Mud Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=655,21D35S  ,MUDO3,8
snotel,666,1999,2017,45.55,-122,3060,Snow Water Equivalent,OR,Multnomah,Middle Bull Run River,North Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=666,22D02S  ,NFRO3,8
snotel,712,1999,2017,45.46,-121.7,4410,Snow Water Equivalent,OR,Hood River,Lower Middle Fork Hood River,Red Hill,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=712,21D04S  ,REDO3,8
snotel,726,1999,2017,45.54,-123.37,3110,Snow Water Equivalent,OR,Washington,Headwaters Tualatin River,Saddle Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=726,23D01S  ,SDMO3,8
snotel,733,1999,2017,44.44,-121.95,3740,Snow Water Equivalent,OR,Linn,Parks Creek-Lost Lake,Santiam Jct.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=733,21E05S  ,SAJO3,8
snotel,767,1999,2017,43.95,-119.54,6230,Snow Water Equivalent,OR,Harney,Crowsfoot Creek-Emigrant Creek,Snow Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=767,19F01S  ,SNWO3,8
snotel,800,1999,2017,42.7,-120.8,7080,Snow Water Equivalent,OR,Lake,Headwaters Sycan River,Summer Rim,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=800,20G02S  ,SMRO3,8
snotel,801,1999,2017,43.45,-122.14,5610,Snow Water Equivalent,OR,Klamath,Summit Lake,Summit Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=801,22F14S  ,SMLO3,8
snotel,810,1999,2017,42.69,-121.43,5030,Snow Water Equivalent,OR,Klamath,Chester Spring-Sycan River,Taylor Butte,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=810,21G03S  ,TYBO3,8
snotel,873,1999,2017,45.07,-118.15,5630,Snow Water Equivalent,OR,Union,Upper Wolf Creek,Wolf Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=873,18D21S  ,WFCO3,8
snotel,330,1999,2017,40.61,-111.1,8280,Snow Water Equivalent,UT,Summit,Shingle Creek-Provo River,Beaver Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=330,11J46S  ,NWZU1,8
snotel,332,1999,2017,41.38,-111.94,7689,Snow Water Equivalent,UT,Weber,Cutler Creek-North Fork Ogden River,Ben Lomond Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=332,11H08S  ,BLPU1,8
snotel,339,1999,2017,38.3,-112.36,10349,Snow Water Equivalent,UT,Beaver,Three Creeks,Big Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=339,12L07S  ,BGFU1,8
snotel,364,1999,2017,38.51,-112.02,9853,Snow Water Equivalent,UT,Sevier,Greenwich Creek,Box Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=364,12L04S  ,BXCU1,8
snotel,368,1999,2017,40.58,-110.59,10574,Snow Water Equivalent,UT,Duchesne,Brown Duck Creek-Lake Fork River,Brown Duck,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=368,10J30S  ,BNDU1,8
snotel,371,1999,2017,39.13,-111.44,9409,Snow Water Equivalent,UT,Sanpete,Ferron Reservoir-Ferron Creek,Buck Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=371,11K31S  ,BUFU1,8
snotel,374,1999,2017,41.69,-111.42,7987,Snow Water Equivalent,UT,Rich,Laketown Canyon,Bug Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=374,11H37S  ,BULU1,8
snotel,392,1999,2017,40.85,-111.05,9171,Snow Water Equivalent,UT,Summit,East Fork Chalk Creek,Chalk Creek #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=392,11J01S  ,CHCU1,8
snotel,393,1999,2017,40.89,-111.07,8208,Snow Water Equivalent,UT,Summit,East Fork Chalk Creek,Chalk Creek #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=393,11J02S  ,CCKU1,8
snotel,399,1999,2017,39.87,-111.28,8975,Snow Water Equivalent,UT,Utah,Upper Soldier Creek,Clear Creek #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=399,11K21S  ,CLCU1,8
snotel,400,1999,2017,39.89,-111.25,7837,Snow Water Equivalent,UT,Utah,Upper Soldier Creek,Clear Creek #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=400,11K22S  ,CRKU1,8
snotel,432,1999,2017,40.36,-111.09,7915,Snow Water Equivalent,UT,Wasatch,Current Creek Reservoir,Currant Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=432,11J32S  ,CUCU1,8
snotel,435,1999,2017,40.3,-111.26,8008,Snow Water Equivalent,UT,Wasatch,Willow Creek-Strawberry River,Daniels-Strawberry,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=435,11J23S  ,DSTU1,8
snotel,444,1999,2017,39.05,-111.47,9228,Snow Water Equivalent,UT,Sanpete,Beaver Creek,Dills Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=444,11K15S  ,DCPU1,8
snotel,455,1999,2017,41.41,-111.54,8302,Snow Water Equivalent,UT,Cache,Headwaters East Fork Little Bear River Canyon,Dry Bread Pond,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=455,11H55S  ,DBPU1,8
snotel,474,1999,2017,40.97,-111.81,7902,Snow Water Equivalent,UT,Davis,Farmington Creek-Frontal Farmington Bay,Farmington,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=474,11J11S  ,FMNU1,8
snotel,495,1999,2017,38.8,-111.68,7944,Snow Water Equivalent,UT,Sevier,Gooseberry Creek,Gooseberry RS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=495,11L12S  ,GOOU1,8
snotel,514,1999,2017,37.49,-112.58,7792,Snow Water Equivalent,UT,Kane,Swains Creek,Harris Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=514,12M05S  ,HRSU1,8
snotel,517,1999,2017,40.8,-110.88,9130,Snow Water Equivalent,UT,Summit,Hayden Fork,Hayden Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=517,10J44S  ,HFKU1,8
snotel,533,1999,2017,41.31,-111.45,8199,Snow Water Equivalent,UT,Morgan,Blue Fork Creek,Horse Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=533,11H21S  ,HRGU1,8
snotel,543,1999,2017,39.89,-110.75,9171,Snow Water Equivalent,UT,Duchesne,Left Fork Indian Canyon,Indian Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=543,10K01S  ,ICYU1,8
snotel,559,1999,2017,40.72,-109.54,8728,Snow Water Equivalent,UT,Uintah,Middle Little Brush Creek,Kings Cabin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=559,09J01S  ,KGCU1,8
snotel,561,1999,2017,37.53,-113.05,9263,Snow Water Equivalent,UT,Iron,Crystal Creek,Kolob,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=561,13M05S  ,KLBU1,8
snotel,566,1999,2017,40.6,-110.43,10128,Snow Water Equivalent,UT,Duchesne,Crystal Creek-Yellowstone River,Lakefork #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=566,10J10S  ,LKFU1,8
snotel,513,1999,2017,40.74,-110.62,10885,Snow Water Equivalent,UT,Duchesne,Ottoson Creek-Lake Fork Creek,Lakefork Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=513,10J25S  ,LBNU1,8
snotel,582,1999,2017,41.41,-111.83,6548,Snow Water Equivalent,UT,Cache,South Fork Little Bear River,Little Bear,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=582,11H25S  ,LTBU1,8
snotel,592,1999,2017,37.51,-113.4,7982,Snow Water Equivalent,UT,Washington,Pinto Creek,Long Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=592,13M02S  ,LGFU1,8
snotel,612,1999,2017,39.68,-111.32,8709,Snow Water Equivalent,UT,Sanpete,Cottonwood Canyon-San Pitch River,Mammoth-Cottonwood,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=612,11K03S  ,MCDU1,8
snotel,634,1999,2017,41.47,-111.5,8932,Snow Water Equivalent,UT,Cache,Sheep Creek,Monte Cristo,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=634,11H57S  ,MCRU1,8
snotel,643,1999,2017,40.61,-109.89,9553,Snow Water Equivalent,UT,Uintah,Mosby Sink-Dry Fork,Mosby Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=643,09J05S  ,MMTU1,8
snotel,684,1999,2017,40.76,-111.63,7585,Snow Water Equivalent,UT,Summit,Big Dutch Hollow-East Canyon Creek,Parleys Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=684,11J52S  ,PSUU1,8
snotel,691,1999,2017,39.01,-111.58,9020,Snow Water Equivalent,UT,Sevier,Skumpah Creek-Salina Creek,Pickle Keg,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=691,11K39S  ,PKLU1,8
snotel,714,1999,2017,39.45,-111.27,8988,Snow Water Equivalent,UT,Emery,Lowry Water,Red Pine Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=714,11K28S  ,RPRU1,8
snotel,742,1999,2017,39.31,-111.43,9904,Snow Water Equivalent,UT,Sanpete,Seely Creek,Seeley Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=742,11K09S  ,SEEU1,8
snotel,763,1999,2017,40.79,-111.09,7631,Snow Water Equivalent,UT,Summit,Moffit Creek-Weber River,Smith  Morehouse,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=763,11J53S  ,SMMU1,8
snotel,790,1999,2017,40.91,-110.5,10158,Snow Water Equivalent,UT,Summit,West Fork Smiths Fork,Steel Creek Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=790,10J20S  ,SCKU1,8
snotel,795,1999,2017,40.16,-111.21,8123,Snow Water Equivalent,UT,Wasatch,Mud Creek,Strawberry Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=795,11J08S  ,STDU1,8
snotel,820,1999,2017,40.43,-111.62,8140,Snow Water Equivalent,UT,Utah,Middle American Fork Canyon,Timpanogos Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=820,11J21S  ,TIMU1,8
snotel,823,1999,2017,41.9,-111.63,8474,Snow Water Equivalent,UT,Cache,Tony Grove Creek,Tony Grove Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=823,11H36S  ,TGLU1,8
snotel,828,1999,2017,40.68,-110.95,9992,Snow Water Equivalent,UT,Summit,Spring Canyon-Provo River,Trial Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=828,10J52S  ,TRLU1,8
snotel,833,1999,2017,40.74,-109.67,9518,Snow Water Equivalent,UT,Uintah,North Fork Ashley Creek,Trout Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=833,09J16S  ,TCKU1,8
snotel,844,1999,2017,39.94,-112.41,7401,Snow Water Equivalent,UT,Tooele,Vernon Creek,Vernon Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=844,12K01S  ,VNCU1,8
snotel,864,1999,2017,39.96,-110.99,8641,Snow Water Equivalent,UT,Wasatch,Right Fork White River,White River #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=864,10K02S  ,WRVU1,8
