network,station id,start wateryear,end wateryear, lat,lon,elev,element,state,county,Subwatershed,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,679,1999,2017,46.78,-121.75,5130,Snow Water Equivalent,WA,Pierce,Headwaters Nisqually River,Paradise,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=679,21C35S  ,AFSW1,8
snotel,702,1999,2017,46.35,-121.51,4510,Snow Water Equivalent,WA,Yakima,Muddy Fork Cispus River,Potato Hill,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=702,21C14S  ,PTHW1,8
snotel,748,1999,2017,46.19,-122.25,3990,Snow Water Equivalent,WA,Cowlitz,Headwaters South Fork Toutle River,Sheep Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=748,22C10S  ,SHPW1,8
snotel,776,1999,2017,46.18,-121.93,3400,Snow Water Equivalent,WA,Skamania,Cussed Hollow-Lewis River,Spencer Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=776,21C20S  ,SPMW1,8
snotel,302,1999,2017,45.21,-117.19,7400,Snow Water Equivalent,OR,Wallowa,West Fork Wallowa River-Wallowa River,Aneroid Lake #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=302,17D02S  ,ANRO3,8
snotel,959,1999,2017,60.39,-149.69,1200,Snow Water Equivalent,AK,Kenai Peninsula,Kenai Lake,Cooper Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=959,49L10S  ,CORA2,9
snotel,954,1999,2017,60.78,-149.18,1880,Snow Water Equivalent,AK,Kenai Peninsula,Granite Creek,Turnagain Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=954,49L13S  ,TUGA2,9
snotel,502,1999,2017,46.55,-121.17,5920,Snow Water Equivalent,WA,Yakima,Headwaters North Fork Ahtnum Creek,Green Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=502,21C10S  ,GRLW1,8
snotel,1174,1999,2017,64.85,-147.8,450,Snow Water Equivalent,AK,Fairbanks North Star,Chena River,Fairbanks F.O.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1174,47P03S  ,FOFA2,9
snotel,466,1999,2017,46.84,-116.12,5690,Snow Water Equivalent,ID,Clearwater,Upper Elk Creek,Elk Butte,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=466,16C20S  ,ELBI1,8
snotel,520,1999,2017,46.48,-115.63,5810,Snow Water Equivalent,ID,Clearwater,French Creek,Hemlock Butte,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=520,15C06S  ,HEMI1,8
snotel,588,1999,2017,46.63,-114.58,5240,Snow Water Equivalent,ID,Idaho,West Fork Lolo Creek,Lolo Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=588,14C05S  ,LPSI1,8
snotel,735,1999,2017,46.47,-114.63,6170,Snow Water Equivalent,ID,Idaho,Lower Colt Killed Creek,Savage Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=735,14C04S  ,SVPI1,8
snotel,747,1999,2017,46.57,-115.74,4570,Snow Water Equivalent,ID,Clearwater,Upper Orogrande Creek,Shanghi Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=747,15C04S  ,SHAI1,8
snotel,458,1999,2017,48.06,-112.76,5750,Snow Water Equivalent,MT,Teton,Upper Dupuyer Creek,Dupuyer Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=458,12A02S  ,DPYM8,8
snotel,454,1999,2017,41.66,-115.32,7285,Snow Water Equivalent,NV,Elko,Upper T Creek,Draw Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=454,15H24S  ,DRCN2,8
snotel,419,1999,2017,42.65,-110.81,7670,Snow Water Equivalent,WY,Lincoln,Cottonwood Creek,Cottonwood Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=419,10G25S  ,CLWW4,8
snotel,866,1999,2017,33.76,-109.48,7850,Snow Water Equivalent,AZ,Greenlee,Centerfire Creek,Wildcat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=866,09S18S  ,WCTA3,8
snotel,301,1999,2017,41.24,-120.79,6190,Snow Water Equivalent,CA,Modoc,Cottonwood Creek,Adin Mtn,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=301,20H13S  ,ADMC1,8
snotel,411,1999,2017,46.76,-115.3,6280,Snow Water Equivalent,ID,Clearwater,Cold Springs Creek-North Fork Clearwater River,Cool Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=411,15C16S  ,COLI1,8
snotel,425,1999,2017,46.56,-115.29,5960,Snow Water Equivalent,ID,Clearwater,Middle Weitas Creek,Crater Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=425,15C09S  ,CRAI1,8
snotel,340,1999,2017,39.45,-119.94,8235,Snow Water Equivalent,NV,Washoe,Hunter Creek-Truckee River,Big Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=340,19K08S  ,BMWN2,8
snotel,443,1999,2017,39.56,-115.84,8017,Snow Water Equivalent,NV,Eureka,Torre Creek-Slough Creek-Frontal Diamond Valley,Diamond Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=443,15K03S  ,DPKN2,8
snotel,734,1999,2017,47.38,-121.06,4340,Snow Water Equivalent,WA,Kittitas,Upper Cle Elum River,Sasse Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=734,21B51S  ,SASW1,8
snotel,405,1999,2017,43.28,-109.45,9630,Snow Water Equivalent,WY,Fremont,Dry Creek,Cold Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=405,09F25S  ,COSW4,8
snotel,786,1999,2017,43.03,-109.17,8620,Snow Water Equivalent,WY,Fremont,Saint Lawrence Creek,St. Lawrence Alt,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=786,09F27S  ,SLAW4,8
snotel,669,1999,2017,39.08,-107.14,9200,Snow Water Equivalent,CO,Gunnison,Yule Creek-Crystal River,North Lost Trail,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=669,07K01S  ,NLSC2,8
snotel,737,1999,2017,39.02,-107.05,10700,Snow Water Equivalent,CO,Gunnison,South Fork Crystal River,Schofield Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=737,07K11S  ,SOSC2,8
snotel,646,1999,2017,47.68,-113.96,6780,Snow Water Equivalent,MT,Lake,Polson,Moss Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=646,13B24S  ,MSPM8,8
snotel,521,1999,2017,40.95,-110.48,9500,Snow Water Equivalent,UT,Summit,West Fork Smiths Fork,Hewinta,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=521,10J04S  ,HEWU1,8
snotel,522,1999,2017,40.91,-109.96,9122,Snow Water Equivalent,UT,Daggett,Horseshoe Canyon-Green River,Hickerson Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=522,09J08S  ,HPSU1,8
snotel,528,1999,2017,40.92,-110.19,9168,Snow Water Equivalent,UT,Summit,Lower Upper Marsh Creek,Hole-in-Rock,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=528,10J01S  ,HIRU1,8
snotel,694,1999,2017,38.88,-112.25,8734,Snow Water Equivalent,UT,Millard,Pine Creek,Pine Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=694,12L15S  ,PCKU1,8
snotel,777,1999,2017,46.26,-122.18,3520,Snow Water Equivalent,WA,Skamania,Headwaters North Fork Toutle River,Spirit Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=777,22C12S  ,SPTW1,8
snotel,460,1999,2017,43.13,-110.2,7930,Snow Water Equivalent,WY,Sublette,Fisherman Creek,East Rim Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=460,10F17S  ,ERDW4,8
snotel,509,1999,2017,42.15,-110.68,7840,Snow Water Equivalent,WY,Lincoln,West Beaver Creek-Hams Fork,Hams Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=509,10G24S  ,HMKW4,8
snotel,555,1999,2017,43.25,-110.02,7740,Snow Water Equivalent,WY,Sublette,Lime Creek-Green River,Kendall R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=555,10F15S  ,KNDW4,8
snotel,661,1999,2017,43.11,-109.95,8340,Snow Water Equivalent,WY,Sublette,Marsh Creek-New Fork River,New Fork Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=661,09F21S  ,NFLW4,8
snotel,775,1999,2017,42.57,-108.84,9040,Snow Water Equivalent,WY,Fremont,Headwaters Little Popo Agie River,South Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=775,08G03S  ,SPSW4,8
snotel,831,1999,2017,42.76,-110.59,8500,Snow Water Equivalent,WY,Sublette,Upper South Cottonwood Creek,Triple Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=831,10G15S  ,TRPW4,8
snotel,952,1999,2017,65.1,-144.93,2850,Snow Water Equivalent,AK,Fairbanks North Star,Headwaters Middle Fork Chena River,Upper Chena,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=952,44Q07S  ,UCEA2,9
snotel,345,1999,2017,39.76,-107.36,10880,Snow Water Equivalent,CO,Garfield,Headwaters Deep Creek,Bison Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=345,07K12S  ,BLSC2,8
snotel,409,1999,2017,38.42,-108.38,9400,Snow Water Equivalent,CO,Montrose,Potter Creek,Columbine Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=409,08L02S  ,CPSC2,8
snotel,426,1999,2017,40.17,-107.06,9100,Snow Water Equivalent,CO,Rio Blanco,Outlet Hunt Creek,Crosho,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=426,07J04S  ,CRSC2,8
snotel,465,1999,2017,37.79,-108.02,10000,Snow Water Equivalent,CO,Dolores,Cayton Valley-Dolores River,El Diente Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=465,08M06S  ,EDSC2,8
snotel,622,1999,2017,39.06,-108.06,10000,Snow Water Equivalent,CO,Mesa,Coon Creek,Mesa Lakes,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=622,08K04S  ,MESC2,8
snotel,632,1999,2017,37.75,-107.69,10500,Snow Water Equivalent,CO,San Juan,Tenmile Creek-Animas River,Molas Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=632,07M12S  ,MLSC2,8
snotel,658,1999,2017,39.3,-106.61,8700,Snow Water Equivalent,CO,Pitkin,Deeds Creek-Fryingpan River,Nast Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=658,06K06S  ,NSSC2,8
snotel,709,1999,2017,40.37,-106.74,9400,Snow Water Equivalent,CO,Routt,Harrison Creek,Rabbit Ears,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=709,06J09S  ,RESC2,8
snotel,717,1999,2017,40.11,-107.29,10340,Snow Water Equivalent,CO,Rio Blanco,Snell Creek-North Fork White River,Ripple Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=717,07J05S  ,RCPC2,8
snotel,739,1999,2017,37.65,-108.01,9100,Snow Water Equivalent,CO,Dolores,Scotch Creek-Dolores River,Scotch Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=739,08M08S  ,SHSC2,8
snotel,780,1999,2017,37.7,-107.78,10660,Snow Water Equivalent,CO,San Juan,Lime Creek,Spud Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=780,07M11S  ,SPSC2,8
snotel,793,1999,2017,40.23,-105.92,8720,Snow Water Equivalent,CO,Grand,Stillwater Creek,Stillwater Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=793,05J12S  ,SCSC2,8
snotel,797,1999,2017,37.48,-107.63,11200,Snow Water Equivalent,CO,San Juan,Virginia Gulch-Florida River,Stump Lakes,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=797,07M34S  ,STPC2,8
snotel,827,1999,2017,40,-107.24,9700,Snow Water Equivalent,CO,Garfield,Headwaters North Fork White River,Trapper Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=827,07K13S  ,TLSC2,8
snotel,839,1999,2017,37.72,-107.26,9400,Snow Water Equivalent,CO,Hinsdale,Rio Grande Reservoir,Upper Rio Grande,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=839,07M16S  ,URGC2,8
snotel,843,1999,2017,37.49,-107.51,10880,Snow Water Equivalent,CO,La Plata,Indian Creek-Los Pinos River,Vallecito,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=843,07M31S  ,VALC2,8
snotel,874,1999,2017,37.48,-106.8,11000,Snow Water Equivalent,CO,Mineral,Wolf Creek,Wolf Creek Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=874,06M17S  ,WCSC2,8
snotel,366,1999,2017,40.6,-111.58,8766,Snow Water Equivalent,UT,Salt Lake,Headwaters Big Cottonwood Canyon,Brighton,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=366,11J57S  ,BRIU1,8
snotel,383,1999,2017,37.81,-109.49,8858,Snow Water Equivalent,UT,San Juan,Johnson Creek,Camp Jackson,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=383,09M02S  ,CJSU1,8
snotel,452,1999,2017,38.21,-111.47,9799,Snow Water Equivalent,UT,Wayne,Donkey Creek-Fremont River,Donkey Reservoir,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=452,11L05S  ,DRSU1,8
snotel,461,1999,2017,39.31,-109.53,8302,Snow Water Equivalent,UT,Grand,Tenmmile Canyon,East Willow Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=461,09K01S  ,EWCU1,8
snotel,583,1999,2017,37.49,-113.85,6065,Snow Water Equivalent,UT,Washington,Little Pine Creek,Little Grassy,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=583,13M04S  ,LGCU1,8
snotel,593,1999,2017,37.49,-112.51,7465,Snow Water Equivalent,UT,Kane,Headwaters East Fork Virgin River,Long Valley Jct,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=593,12M06S  ,LVJU1,8
snotel,707,1999,2017,47.88,-117.09,4700,Snow Water Equivalent,WA,Spokane,Upper Deadman Creek,Quartz Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=707,17B04S  ,QUPW1,8
snotel,317,1999,2017,41.05,-107.27,7440,Snow Water Equivalent,WY,Carbon,Lower Battle Creek,Battle Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=317,07H04S  ,BTLW4,8
snotel,732,1999,2017,41.11,-107.17,8150,Snow Water Equivalent,WY,Carbon,Little Sandstone Creek,Sandstone RS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=732,07H03S  ,SRSW4,8
snotel,859,1999,2017,41,-106.91,8950,Snow Water Equivalent,WY,Carbon,Little Snake River-Whiskey Creek,Whiskey Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=859,06H22S  ,WPKW4,8
snotel,1003,1999,2017,59.74,-151.25,1320,Snow Water Equivalent,AK,Kenai Peninsula,Swift Creek-Frontal Kachemak Bay,Mcneil Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1003,51K14S  ,MCNA2,9
snotel,370,1999,2017,45.04,-116.13,6250,Snow Water Equivalent,ID,Adams,Upper Goose Creek,Brundage Reservoir,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=370,16D09S  ,BRRI1,8
snotel,769,1999,2017,43.48,-114.83,5740,Snow Water Equivalent,ID,Camas,Upper Soldier Creek,Soldier R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=769,14F11S  ,SRSI1,8
snotel,807,1999,2017,44.48,-110.04,7120,Snow Water Equivalent,WY,Park,Middle Creek,Sylvan Road,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=807,10E20S  ,SYRW4,8
snotel,819,1999,2017,44.03,-109.18,7950,Snow Water Equivalent,WY,Park,Rose Creek-Greybull River,Timber Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=819,09E03S  ,TICW4,8
snotel,967,1999,2017,62.13,-150.04,375,Snow Water Equivalent,AK,Matanuska-susitna,Little Montana Creek-Montana Creek,Susitna Valley High,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=967,50N07S  ,SUVA2,9
snotel,753,1999,2017,44.98,-111.95,7000,Snow Water Equivalent,MT,Madison,Lazyman Creek-Ruby River,Short Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=753,11E39S  ,SHCM8,8
snotel,893,1999,2017,46.35,-111.85,6880,Snow Water Equivalent,MT,Jefferson,Headwaters Crow Creek,Tizer Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=893,11C04S  ,TIBM8,8
snotel,596,1999,2017,40.84,-111.71,8161,Snow Water Equivalent,UT,Salt Lake,Parleys Creek,Lookout Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=596,11J64S  ,LOPU1,8
snotel,628,1999,2017,40.66,-111.64,8963,Snow Water Equivalent,UT,Salt Lake,Headwaters Big Cottonwood Canyon,Mill-D North,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=628,11J65S  ,MLDU1,8
snotel,631,1999,2017,40.49,-112.61,8295,Snow Water Equivalent,UT,Tooele,South Willow Creek-Frontal Great Salt Lake,Mining Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=631,12J07S  ,MFKU1,8
snotel,814,1999,2017,40.62,-111.53,9230,Snow Water Equivalent,UT,Summit,Kimball Creek,Thaynes Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=814,11J56S  ,THCU1,8
snotel,497,1999,2017,43.34,-110.43,6770,Snow Water Equivalent,WY,Teton,Lower Granite Creek,Granite Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=497,10F29S  ,GRCW4,8
snotel,816,1999,2017,44.37,-110.58,7980,Snow Water Equivalent,WY,Teton,Big Thumb Creek-Yellowstone Lake,Thumb Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=816,10E07S  ,THUW4,8
snotel,630,1999,2017,48.2,-120.96,6110,Snow Water Equivalent,WA,Snohomish,Miners Creek-Suiattle River,Miners Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=630,20A40S  ,MIRW1,8
snotel,963,1999,2017,63.94,-145.4,1240,Snow Water Equivalent,AK,Southeast Fairbanks,Granite Creek,Granite Crk,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=963,45O04S  ,GCKA2,9
snotel,966,1999,2017,60.73,-150.48,300,Snow Water Equivalent,AK,Kenai Peninsula,Upper Moose River,Kenai Moose Pens,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=966,50L02S  ,KMPA2,9
snotel,955,1999,2017,60.62,-149.53,1400,Snow Water Equivalent,AK,Kenai Peninsula,Headwaters Canyon Creek,Summit Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=955,49L19S  ,SUUA2,9
snotel,574,1999,2017,38.28,-119.61,9604,Snow Water Equivalent,CA,Mono,Leavitt Creek-West Walker River,Leavitt Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=574,19L38S  ,LELC1,8
snotel,675,1999,2017,39.09,-107.63,9840,Snow Water Equivalent,CO,Delta,Cow Creek,Overland Res.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=675,07K14S  ,OVRC2,8
snotel,829,1999,2017,37.35,-105.23,10860,Snow Water Equivalent,CO,Costilla,North Fork Trinchera Creek,Trinchera,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=829,05M08S  ,TCHC2,8
snotel,695,1999,2017,43.57,-111.21,6720,Snow Water Equivalent,ID,Teton,Warm Creek,Pine Creek Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=695,11F02S  ,PCPI1,8
snotel,741,1999,2017,42.52,-111.96,7850,Snow Water Equivalent,ID,Bannock,Dempsey Creek,Sedgwick Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=741,11G30S  ,SEPI1,8
snotel,590,1999,2017,45.27,-111.43,8880,Snow Water Equivalent,MT,Madison,South Fork West Fork Gallatin River,Lone Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=590,11D19S  ,BSKM8,8
snotel,667,1999,2017,47.27,-113.76,6330,Snow Water Equivalent,MT,Missoula,Middle Fork Jocko River,North Fork Jocko,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=667,13B07S  ,NFJM8,8
snotel,854,1999,2017,35.78,-105.54,11120,Snow Water Equivalent,NM,San Miguel,Porvenir Canyon-Gallinas Creek,Wesner Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=854,05P08S  ,WSSN5,8
snotel,766,1999,2017,40.56,-111.66,9617,Snow Water Equivalent,UT,Salt Lake,Headwaters Little Cottonwood Canyon,Snowbird,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=766,11J42S  ,SBDU1,8
snotel,817,1999,2017,48.53,-120.99,4320,Snow Water Equivalent,WA,Skagit,Castle Fork,Thunder Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=817,20A07S  ,THBW1,8
snotel,633,1999,2017,38.67,-119.61,8306,Snow Water Equivalent,CA,Alpine,Leviathan Canyon,Monitor Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=633,19L40S  ,MNPC1,8
snotel,623,1999,2017,47.15,-116.27,4510,Snow Water Equivalent,ID,Shoshone,Mica Creek,Mica Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=623,16B14S  ,MCKI1,8
snotel,871,1999,2017,42.01,-115,7120,Snow Water Equivalent,ID,Twin Falls,Upper Wilson Creek,Wilson Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=871,15G02S  ,WLCI1,8
snotel,346,1999,2017,47.68,-114,4920,Snow Water Equivalent,MT,Lake,Mud Creek,Bisson Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=346,13B25S  ,BISM8,8
snotel,783,1999,2017,47.18,-114.33,6150,Snow Water Equivalent,MT,Sanders,East Fork Valley Creek,Sleeping Woman,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=783,14B05S  ,SQPM8,8
snotel,354,1999,2017,44.11,-103.98,6890,Snow Water Equivalent,SD,Pennington,Upper Castle Creek,Blind Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=354,03E03S  ,BLPS2,8
snotel,599,1999,2017,46.36,-121.08,5120,Snow Water Equivalent,WA,Yakima,Upper Simcoe Creek,Lost Horse,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=599,21C39S  ,LOHW1,8
snotel,648,1999,2017,47.76,-123.03,3960,Snow Water Equivalent,WA,Jefferson,Tunnel Creek,Mount Crag,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=648,23B06S  ,MTCW1,8
snotel,764,1999,2017,44.13,-110.67,6920,Snow Water Equivalent,WY,Teton,Sheffield Creek-Snake River,Snake River Station,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=764,10E12S  ,SKRW4,8
snotel,956,1999,2017,60.61,-149.06,1100,Snow Water Equivalent,AK,Kenai Peninsula,Headwaters Trail Creek,Grandview,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=956,49L09S  ,GRVA2,9
snotel,387,1999,2017,37.66,-107.8,8920,Snow Water Equivalent,CO,San Juan,Headwaters Cascade Creek,Cascade #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=387,07M35S  ,CADC2,8
snotel,773,1999,2017,37.97,-105.54,10800,Snow Water Equivalent,CO,Custer,Colony Creek-Grape Creek,South Colony,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=773,05M13S  ,SCYC2,8
snotel,919,1999,2017,46.67,-110.33,7600,Snow Water Equivalent,MT,Meagher,Mud Creek,Daisy Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=919,10C15S  ,DAZM8,8
snotel,547,1999,2017,39.29,-106.55,10400,Snow Water Equivalent,CO,Pitkin,Headwaters Fryingpan River,Ivanhoe,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=547,06K10S  ,IVHC2,8
snotel,602,1999,2017,39.67,-105.9,11400,Snow Water Equivalent,CO,Clear Creek,Headwaters Clear Creek,Loveland Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=602,05K05S  ,LBAC2,8
snotel,382,1999,2017,43.27,-115.35,5710,Snow Water Equivalent,ID,Elmore,Sheep Creek-Camas Creek,Camas Creek Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=382,15F09S  ,CCDI1,8
snotel,644,1999,2017,48.36,-119.08,5010,Snow Water Equivalent,WA,Okanogan,Upper Omak Creeek,Moses Mtn,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=644,19A13S  ,MMSW1,8
snotel,501,1999,2017,43.47,-107.24,8550,Snow Water Equivalent,WY,Natrona,Upper Buffalo Creek,Grave Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=501,07F06S  ,GVSW4,8
snotel,1175,1999,2017,67.93,-162.28,310,Snow Water Equivalent,AK,Northwest Arctic,190504030802-Noatak River,Kelly Station,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1175,62S01S  ,KLLA2,9
snotel,895,1999,2017,43.77,-114.42,6440,Snow Water Equivalent,ID,Blaine,Eagle Creek-Big Wood River,Chocolate Gulch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=895,14F19S  ,CHOI1,8
snotel,902,1999,2017,33.69,-109.22,7990,Snow Water Equivalent,AZ,Greenlee,Upper Beaver Creek,Beaver Head,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=902,09S06S  ,XBHA3,8
snotel,903,1999,2017,46.84,-112.51,7020,Snow Water Equivalent,MT,Lewis And Clark,Poorman Creek,Nevada Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=903,12C22S  ,NVRM8,8
snotel,1008,1999,2017,46.91,-110.85,7410,Snow Water Equivalent,MT,Meagher,Upper Tenderfoot Creek,Onion Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1008,10C22S  ,ONPM8,8
snotel,896,1999,2017,40.87,-111.72,7250,Snow Water Equivalent,UT,Morgan,Hardscrabble Creek,Hardscrabble,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=896,11J37S  ,HARU1,8
snotel,897,1999,2017,47.28,-121.47,3230,Snow Water Equivalent,WA,King,Headwaters Cedar River,Meadows Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=897,21B59S  ,MPSW1,8
snotel,898,1999,2017,47.36,-121.57,2920,Snow Water Equivalent,WA,King,Chester Morse Lake-Cedar River,Mount Gardner,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=898,21B21S  ,MGSW1,8
snotel,899,1999,2017,47.33,-121.47,2990,Snow Water Equivalent,WA,King,Headwaters Cedar River,Tinkham Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=899,21B20S  ,TKSW1,8
snotel,901,1999,2017,47,-113.93,7400,Snow Water Equivalent,MT,Missoula,Lower Rattlesnake Creek,Stuart Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=901,13C01S  ,STTM8,8
snotel,904,1999,2017,37.44,-108.02,10785,Snow Water Equivalent,CO,La Plata,Headwaters La Plata River,Columbus Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=904,08M10S  ,CMBC2,8
